,LEMMA,COMPOUND,CATEGORIZATION,MEANING,ETYMOLOGY,OCCURRENCE,CASE/GENDER/NUMBER,HEADEDNESS,CLASSIFICATION,NOTES,Unnamed: 10,Unnamed: 11,Unnamed: 12,HEADEDNESS COMMENTS,SKR CLASSIFICATION,SKR MAIN CLASSIFICATION,MAIN CLASSIFICATION,POS,STRUCTURE,Prefix,First Element,Linking Vowel,Second Element,Suffix
637,εὐδείελος,"εὐδείελος, –ον",A [Adv+A],"‘clear, distinct’","εὖ ‘well’ +δείελος, -ον (= δῆλος) ‘visible, conspicuous’","Od. II,167; IX, 21; XIII, 212, 234, 325; XIV, 344; XIX, 132","nom. f. (target gender) sg., acc. f. (target gender)sg.",endocentric,determinative,,,,,(right-headed),karmadhāraya,karmadhāraya,determinative,A,[Adv+A],εὖ ‘well’,,,,"δείελος, -ον (= δῆλος) ‘visible, conspicuous’"
638,εὐδικία,"εὐδικία, –A",N [Adv+N+Suf],"‘righteous dealing, righteousness‘","εὐ ‘well’ + noun rootδικ- (δίκη, -ης) ‘custom, usage;  order, right‘ + f. nom. suf. -ια","Od. XIX, 111",acc. f. pl.,endocentric,determinative,,,,,(right-headed),karmadhāraya,karmadhāraya,determinative,N,[Adv+N+Suf],εὐ ‘well’,"noun rootδικ- (δίκη, -ης) ‘custom, usage;  order, right‘ ",,,f. nom. suf. -ια
639,ἐΰδμητος,"ἐΰδμητος, -ον",A [Adv+V+Suf],‘well-built’,"εὖ‘well’ + verbal rootδμη- (δέμω) ‘build’ + adj. suf. -τος, -τον","Il. I, 448; XII, 36, 137, 154; XVI, 700; XXI, 516; XXII, 195; Od. VII, 100; XX, 302; XXII, 24, 126","gen m. pl., gen. f. (target gender) sg., gen. f.pl., dat. f. (target gender) sg., acc. m. sg., acc. n. sg., acc. m. pl., acc. n. pl.",exocentric,determinative,,,,,,karmadhāraya,karmadhāraya,determinative,A,[Adv+V+Suf],εὖ‘well’,verbal rootδμη- (δέμω) ‘build’ ,,,"adj. suf. -τος, -τον"
640,Εὔδωρος,"Εὔδωρος, -ου",N [Adv+N+Suf],Eudorus ‘generous’,,"Il. XVI, 179,186","nom. m. sg., acc. sg.",exocentric,attributive,,,,,,bahuvrῑhi,bahuvrῑhi,attributive,N,[Adv+N+Suf],,,,,
641,εὐειδής,"εὐειδής, -ές",A [Adv+N+Suf],‘well-shaped’,εὖ ‘well’ + noun root,"Il. III, 48",,exocentric,attributive,,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N+Suf],εὖ ‘well’,noun root ,,,
642,εὐεργεσία,"εὐεργεσία, -A",N derived from εὐεργής,"‘well-doing’, ‘a good deed, kindness’",,"Od. XXII, 235, 374","nom. f. sg., acc. pl.",,,s. εὐεργής,,,,,,,,N,derived,,,,,
643,εὐεργής,"εὐεργής, -ές",A [Adv+N+Suf],"‘well-wrought, well-made’","εὖ ‘well’ + noun root εργ- (ἔργον) ‘labour’ + adj. suf. -ής, -ές","Il. V, 585; XIII, 399; XVI, 743; XXIV, 396; Od. IV, 695; VIII, 567; IX, 202, 279; XI, 70, 106, 159,","nom. m. sing., nom. f. (target gender;εὐεργός, -όν)sg.",exocentric,determinative,"also in the form εὐεργός, -όν",,,,,karmadhāraya,karmadhāraya,determinative,A,[Adv+N+Suf],εὖ ‘well’,noun root εργ- (ἔργον) ‘labour’ ,,,"adj. suf. -ής, -ές"
644,εὐερκής,"εὐερκής, -ές",A [Adv+N+Suf],"‘well-fenced, well-walled’","εὖ ‘good, well’ + noun root","Il. IX, 472; Od. XVII, 267; XXII, 449",gen. f. (target gender) sg.,exocentric,attributive,,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N+Suf],"εὖ ‘good, well’",noun root ,,,
645,ἐΰζυγος,"ἐΰζυγος, -ον",A [Adv+N+Suf],‘well-benched’,ἐυ- (εὖ) ‘well’ + noun root/stem ζυγ(,"Od. XIII, 116; XVII, 288",gen. f. (target gender) sg.,exocentric,attributive,accent shift in compounding,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N+Suf],ἐυ- (εὖ) ‘well’,noun root/stem ζυγ( ,,,
646,ἐΰζωνος,"ἐΰζωνος, -ον",A [Adv+N+Suf],‘well-girdled’,"ἐΰ- (εὖ) ‘well’ + noun root ζων- (ζώνη, -ης) ‘girdle’ + adj suf. -ος, -ον","Il. I, 429; VI 467; IX, 366, 590, 667; XXIII, 261, 760","nom. f. (target gender) sg., gen. f. (target gender) sg., acc. f. (target gender) pl.",exocentric,attributive,,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N+Suf],ἐΰ- (εὖ) ‘well’,"noun root ζων- (ζώνη, -ης) ‘girdle’ ",,,"adj suf. -ος, -ον"
647,εὐηγεσίη,"εὐηγεσίη, -ης = εὐηγεσία, -A",N [Adv+N],‘good leadership‘,"εὐ ‘well’ + ἡγεσίη (ἡγεσίη,-ης= ἡγεσία = ἥγησις)‘command’","Od. XIX, 114",gen. f. sg.,endocentric,determinative,,,,,(right-headed),karmadhāraya,karmadhāraya,determinative,N,[Adv+N],εὐ ‘well’,,,,"ἡγεσίη (ἡγεσίη,-ης= ἡγεσία = ἥγησις)‘command’"
648,εὐήκης,"εὐήκης, -ες",A [Adv+N+Suf],‘well-pointed’,"εὐ ‘well’ + ήκ- (ἀκή, -ῆς) ‘point’ + adj. suf. -ης, -ες","Il. XXII, 319",gen. f. (target gender) sg.,exocentric,attributive,lengthening-A-&gt,-η- in compounding,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N+Suf],εὐ ‘well’,,,"+ήκ- (ἀκή, -ῆς) ‘point’","adj. suf. -ης, -ες"
649,Εὐηνορίδης,"Εὐηνορίδης, -ου",N deriv. from Εὐήνωρ,‘Euenor’s’son’,,"Od. II, 242; XXII, 294","nom. m. sg., acc. sg.",,s. εὐήνωρ,,,,,,,,s.,N,deriv.,,,,,
650,εὐήνωρ,"εὐήνωρ, -ορος",A [Adv+N+Suf],‘the joy of men’,"εὖ ‘well’ + ήνωρ- (ἀνήρ, ἀνδρός) ‘man’","Od. IV, 622; XIII, 19",acc. m. sg.,exocentric,determinative,lengthening -A- &gt,-η- in compounding,the second member is not a free word in Greek,,,karmadhāraya,karmadhāraya,determinative,A,[Adv+N+Suf],εὖ ‘well’,,,,"ήνωρ- (ἀνήρ, ἀνδρός) ‘man’"
651,εὐήρης,"εὐήρης, -ες",A [Adv+V+Suf],‘well-fitted’,"εὐ ‘well’ + verbal root ήρ- (ἀραρίσκω) ‘fit together, construct’ + adj. suf. -ης, -ες","Od. XI, 121, 125, 129; XII, 15; XXIII, 268, 272","acc. n. sg., acc. n. pl.",exocentric,determinative,lengthening-A- &gt; -η- in compounding. Epith. of the oar,,,,,karmadhāraya,karmadhāraya,determinative,A,[Adv+V+Suf],εὐ ‘well’,"verbal root ήρ- (ἀραρίσκω) ‘fit together, construct’ ",,,"adj. suf. -ης, -ες"
652,εὐηφενής,"εὐηφενής, -ές",A [Adv+N+Suf],‘wealthy‘,"εὖ‘well’ + noun rootηφεν- (ἄφενος, -εος) ‘revenue, riches, wealth, abundance’ + adj. suf. -ής, -ές","Il. XI, 427; XXIII, 81",,exocentric,attributive,,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N+Suf],εὖ‘well’,"noun rootηφεν- (ἄφενος, -εος) ‘revenue, riches, wealth, abundance’ ",,,"adj. suf. -ής, -ές"
653,εὖθριξ,"εὖθριξ, εὔτριχος",A [A+N],‘with flowing manes’,"εὖ ‘good, well’ + θρίξ, τριχός ‘hair’","Il. XXIII, 13, 301, 351",acc. m. pl.,exocentric,attributive,in Hom. epith. of horses,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[A+N],"εὖ ‘good, well’",,,,"θρίξ, τριχός ‘hair’"
654,ἐΰθρονος,"ἐΰθρονος, –ον = εὔθρονος,–ον",A [Adv+N+Suf],‘with beautiful seat or throne‘,"εὖ ‘well’ + noun root/stemθρόν(ο)- (θρόνος, -ου) ‘seat, chair, throne’ + adj. suf. -ος, -ον","Od. VI, 48; VIII, 565; XV, 495; XVII, 497; XVIII, 218; XIX, 342",nom. f (target gender) sg.,acc.,exocentric,attributive – bahuvrῑhi,,,,f. (target gender) sg.,,,exocentric,A,[Adv+N+Suf],εὖ ‘well’,"noun root/stemθρόν(ο)- (θρόνος, -ου) ‘seat, chair, throne’ ",,,"adj. suf. -ος, -ον"
655,εὔθυμος,"εὔθυμος, -ον",,,,,,,,,,,,,,,,,,,,,,
656,εὐκαμπής,"εὐκαμπής, -ές",A [Adv+V+Suf],"‘well-curved, curved’","εὖ ‘well’ + verbal root καμπ- (κάμπτω) ‘to bend, curve’ + adj. suf. -ής, -ές","Od. XXI, 6; XVIII, 368",acc. f. (target gender) sg.,exocentric,determinative,,,,,,karmadhāraya,karmadhāraya,determinative,A,[Adv+V+Suf],εὖ ‘well’,"verbal root καμπ- (κάμπτω) ‘to bend, curve’ ",,,"adj. suf. -ής, -ές"
657,εὐκέατος,"εὐκέατος,-ον",A [Adv+V+Suf],‘easily cleft or split’,"εὖ‘well’ + verbal root κέα- (κεάζω) ‘to split, cleavewood’ + adj. suf.–τος, –τον",,,exocentric,determinative,,,,,,karmadhāraya,karmadhāraya,determinative,A,[Adv+V+Suf],εὖ‘well’,"verbal root κέα- (κεάζω) ‘to split, cleavewood’ ",,,"adj. suf.–τος, –τον"
658,εὔκηλος,"εὔκηλος, -ον",A [Adv+A],‘free from care’,"prob. folk etym. for ἕκηλος, -ον ‘at rest, at one’s ease’","Il. I, 554; Od. II, 311; XIV, 91, 167, 479","nom. m. sg., acc. n. sg., nom. m. pl.",,compound through folk etymology,,,,,,,,compound,A,[Adv+A],"prob. folk etym. for ἕκηλος, -ον ‘at rest, at one’s ease’",,,,
659,εὐκλείη,"εὐκλείη, -ης, ep. form for εὔκλεια",N [Adv+N+Suf],"‘good repute, glory’","εὖ ‘well’ + noun rootκλε- (κλέος) ‘fame, glory’ + noun suf. –","Od. XXI, 331; XIV, 402","gen. f. sg., nom. sg.",exocentric,determinative,,,,,,karmadhāraya,karmadhāraya,determinative,N,[Adv+N+Suf],εὖ ‘well’,"noun rootκλε- (κλέος) ‘fame, glory’ ",,,noun suf. –
660,ἐϋκλειής,"ἐϋκλειής, –ές, Ep. for εὐκλεής, –ές",A [Adv+N+Suf],"‘of good report, famous‘","εὖ ‘well’ + *κλεƑες (κλέος,only nom. and acc. sg. and pl.)‘good report, fame‘ + adj. suf.-ης, -ες","Il. VIII, 285; X, 281; XVII, 415","nom. m. sg., acc. f. (target gender) pl., voc. m. pl.",exocentric,attributive,,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N+Suf],εὖ ‘well’,,,"+*κλεƑες (κλέος,only nom. and acc. sg. and pl.)‘good report, fame‘","adj. suf.-ης, -ες"
661,ἐϋκνήμις,"ἐϋκνήμις, -ιδος",A [Adv+N],‘well-greaved’,"εὖ ‘well’ + κνημίς, -ίδος ‘greave, legging’","Il. I, 17; II, 331; III, 86, 156, 304, 343, 370, 377; IV, 414; V, 264, 324, 668; VI, 529; VII, 57, 67, 172, 311, 430; XI, 149; XII, 141; XIII, 51, 401; XIV, 49; XVII, 370; XVIII, 151; XIX, 74; XXIII, 272, 658, 721; XXIV, 800; Od. II, 72, 402; III, 49; IX, 60, 550; X, 203; XI, 509; XVIII, 259; XX, 146; XXIII, 319","nom. m. pl., acc. m. pl., voc. m. pl.",exocentric,attributive,accent shift in compounding,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N],εὖ ‘well’,,,,"κνημίς, -ίδος ‘greave, legging’"
662,εὐκτίμενος,"εὐκτίμενος, -η, -ον",A [Adv+V+Suf],‘good to dwell in’,"εὖ ‘well’ + κτίμενος, -A, -ον (κτίζω) ‘found, build’","Il. II, 501, 505, 546, 569, 570, 712; VI, 13, 391; VIII, 288; IX, 129, 271; XXI, 40, 77, 433; Od. III, 4; IV, 342, 476; VI, 315; VIII, 283; IX, 130, 533; X, 474; XV, 129; XVII, 133, 611;XXII, 52; XXIII, 259; XXIV, 214, 226, 336, 377","gen. f. (target gender) sg., dat. f. sg., acc. m. sg., acc. f. sg., acc. n. sg., acc. f. pl.",exocentric,determinative,,,,,,karmadhāraya,karmadhāraya,determinative,A,[Adv+V+Suf],εὖ ‘well’,,,,"κτίμενος, -A, -ον (κτίζω) ‘found, build’"
663,εὔκυκλος,"εὔκυκλος, -ον",A [Adv+N+Suf],"‘well-rounded, round’","εὖ ‘well’ + noun root/stem κυκλ(ο)- (κύκλος) ‘ring, circle’ + adj. suf.-ος, -ον","Il. V, 453, 797; XII, 426;XIII, 715; XIV, 428; Od. VI, 57","acc. f. (target gender) sg., gen. f. sg., acc. f. pl.",exocentric,attributive,,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N+Suf],εὖ ‘well’,"noun root/stem κυκλ(ο)- (κύκλος) ‘ring, circle’ ",,,"adj. suf.-ος, -ον"
664,Εὔμαιος,"Εὔμαιος, -ου",N [Adv+V+Suf],‘Eumaeus’,"εὖ ‘good, well’ + verbal root μαι- (μαίομαι &lt; *μάσyομαι) ‘touch, investigate, search, seek to attain’ + noun suf. -ος, -ου","Od. XIV, 55, 165, 360, 440, 442, 462, 507; XV, 307, 325, 341, 381, 486; XVI, 7, 8, 60, 69, 135, 156, 461, 464; XVII, 199, 264, 272, 305, 306, 311, 380, 508, 512, 543, 561, 576, 579; XX, 169, 238; XXI, 80, 203, 234; XXII, 157, 194, 279","nom. m. sg., acc. sg., voc. sg.",exocentric,determinative,according to Chantraine (s.v. μαίομαι) the link between Εὔμαιος and μαίομαι is not evident. New etymological proposal by Demont (see CEG),,,,,karmadhāraya,karmadhāraya,determinative,N,[Adv+V+Suf],"εὖ ‘good, well’","verbal root μαι- (μαίομαι &lt; *μάσyομαι) ‘touch, investigate, search, seek to attain’ ",,,"noun suf. -ος, -ου"
665,Εὐμήδης,"Εὐμήδης, -ου",N [Adv+V+Suf],‘Eumedes’,"εὖ ‘well’ +verbal rootμήδ- (μήδομαι) ‘to be minded, intend’ + nom. suf. -ης, -ου","Il. X, 314, 412, 426",gen. m.sg.,exocentric,determinative,,,,,,karmadhāraya,karmadhāraya,determinative,N,[Adv+V+Suf],εὖ ‘well’,"verbal rootμήδ- (μήδομαι) ‘to be minded, intend’ ",,,"nom. suf. -ης, -ου"
666,εὔμηλος,"εὔμηλος,-ον",A [Adv+N+Suf],‘rich in sheep’,εὔ- ‘well’ + noun root/stem μηλ(,"Od. XV, 406",nom. f. (target gender) sg.,exocentric,attributive,,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N+Suf],εὔ- ‘well’,noun root/stem μηλ( ,,,
667,Εὔμηλος,"Εὔμηλος, -ου",N [Adv+N+Suf],‘Eumelus’,,"Il. II, 714, 764; IV, 798;XXIII, 288, 354, 380, 481, 559, 565","nom. m. sg., gen. sg., dat. sg.",,,s. εὔμηλος,,,,,,,,N,[Adv+N+Suf],,,,,
668,ἐϋμμελίης,"ἐϋμμελίης,ου",A [Adv+N+Suf],‘armed with good ashen spear’,"εὖ ‘well’ + noun root μελί- (μελία, -A;Ep. μελ-ίη)‘manna ash, ashen spear’ + nom. suf.-ης, -ου","Il. IV, 47, 165; VI, 449; XVII, 9, 23, 59; Od. III, 400",,exocentric,attributive,,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N+Suf],εὖ ‘well’,"noun root μελί- (μελία, -A;Ep. μελ-ίη)‘manna ash, ashen spear’ ",,,"nom. suf.-ης, -ου"
669,ἐΰννητος,"ἐΰννητος,-ον",A [Adv+A],‘well-spun’,"εὖ ‘well’ + νητός, (-ή), -όν ‘heaped, piled up’ from νέω ‘spin’","Il. XVIII, 596; XXIV, 580; Od. VII, 97","acc. m. sg., acc. m. pl., nom. m. pl.",endocentric,determinative,linking element -ν-,,,,(right-headed),karmadhāraya,karmadhāraya,determinative,A,[Adv+A],εὖ ‘well’,,,,"νητός, (-ή), -όν ‘heaped, piled up’ from νέω ‘spin’"
670,εὐνομία,"εὐνομία, –",N [Adv+V+Suf],‘good order’,"εὖ ‘well’ + verbal root νομ- (νέμω) ‘distribute (but here in the meaning ‘rule’ risen from νόμος ‘rule, law (&lt; right/just part of sth.)’ + f. noun suf. -ία, -ίας","Od. XVII, 487",acc. f. sg.,endocentric,determinative,,,,,(right-headed),karmadhāraya,karmadhāraya,determinative,N,[Adv+V+Suf],εὖ ‘well’,"verbal root νομ- (νέμω) ‘distribute (but here in the meaning ‘rule’ risen from νόμος ‘rule, law (&lt; right/just part of sth.)’ ",,,"f. noun suf. -ία, -ίας"
671,ἐΰξεστος,"ἐΰξεστος, -η, -ον (-ος, -ον in Od. XV, 333)",A [Adv+A],"‘well-planed, well-polished’ (of carpenters’ work)","εὖ ‘well’ + ξεστός, -ή, -όν (verbal adjective from ξέω) ‘hewn, shaved, planed’","Il. VII, 5; X, 576; XIII, 613; XVI, 402; XVIII, 276; XXIV, 271, 275, 280, 578, 590; Od. XIII, 10; XIV, 225; XV, 333; XVII, 87, 602; XIX, 101; XXI, 137, 164; XXIV, 408","gen. m. sg., gen. f. sg., dat. m. sg., dat. m. sg., dat. f. sg., acc. m. sg., acc. f. sg., nom. m. pl.,nom. f. (target gender) pl., dat. f. pl., acc. f. pl.",endocentric,determinative,accent shift,,,,(right-headed),karmadhāraya,karmadhāraya,determinative,A,[Adv+A],εὖ ‘well’,,,,"ξεστός, -ή, -όν (verbal adjective from ξέω) ‘hewn, shaved, planed’"
672,ἐΰξοος,"ἐΰξοος, -ον",A [Adv+V+Suf],‘of polished metalorhaft’,"εὖ ‘well’ + verbal root ξο- (ξέω) ‘shaveorplanetimber, scrape smooth, polish’ + adj. suf. -ος, -ον","Il. XI, 629; XIII, 594, 706; Od. I, 128; IV, 590; V, 237; VIII, 215; XIX, 586; XXI, 92, 281, 286, 326, 336; XXII, 71","nom. n. sg., gen. f. (target gender) sg., acc.n. sg.",exocentric,determinative,,,,,,karmadhāraya,karmadhāraya,determinative,A,[Adv+V+Suf],εὖ ‘well’,"verbal root ξο- (ξέω) ‘shaveorplanetimber, scrape smooth, polish’ ",,,"adj. suf. -ος, -ον"
673,εὔορμος,"εὔορμος, -ον",A [Adv+N+Suf],‘with good mooring-place’,,"Il. XXI, 23; Od. IV, 358; IX, 136",,exocentric,attributive,,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N+Suf],,,,,
674,εὐπατέρεια,"εὐπατέρεια, -A",A [Adv+N+Suf],‘daughter of a noble sire’,,"Il. VI, 292; Od. XI, 235; XXII 227","dat. f. sg., acc. f. sg.",exocentric,attributive,,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N+Suf],,,,,
675,Εὐπείθης,"Εὐπείθης, -εος",N [Adv+V+Suf],"‘Eupeithes,ready to obey, obedient’",,,"nom. m. sg., gen. sg. dat. sg., acc. sg.",exocentric,determinative,,,,,,karmadhāraya,karmadhāraya,determinative,N,[Adv+V+Suf],,,,,
676,εὔπεπλος,"εὔπεπλος, -ον",A [Adv+N+Suf],"‘with beautiful peplos, beautifully robed’","εὖ ‘well’ + noun rootπεπλ- (πέπλος, -ου) ‘any woven cloth’ + adj. suf. -ος, -ον","Il. VI, 49, 372, 378, 383; XXI, 160; XXIV, 769","acc. f. (target gender) sg.; dat. f. sg., gen. f. pl.",exocentric,attributive,,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N+Suf],εὖ ‘well’,"noun rootπεπλ- (πέπλος, -ου) ‘any woven cloth’ ",,,"adj. suf. -ος, -ον"
677,εὐπηγής,"εὐπηγής, -ές",A [Adv+V+Suf],"‘well-built, stout’",,"Od. XXI, 334",nom. m. sg.,exocentric,determinative,the verb at the SM has passive sense,,,,,karmadhāraya,karmadhāraya,determinative,A,[Adv+V+Suf],,,,,
678,εὔπηκτος,"εὔπηκτος, –ον",A [Adv+V+Suf],"‘well put together, well-built’","εὖ ‘well’ + verb root πηγ- (πήγνυμι) ‘to make fast’ +adj. suf. -ος,-ον","Il. II, 661; IX, 144, 286, 663; XXIV, 675; Od. XXIII, 41","gen. m. pl., gen. f. (target gender) sg., dat. n. sg.",exocentric,determinative,,,,,,karmadhāraya,karmadhāraya,determinative,A,[Adv+V+Suf],εὖ ‘well’,verb root πηγ- (πήγνυμι) ‘to make fast’ ,,,"adj. suf. -ος,-ον"
679,ἐΰπλειος,"ἐΰπλειος, -η, -ον",A [Adv+A],‘well filled’,"εὖ ‘well’ + πλεῖος, -η, -ον ‘full’","Od. XVII, 467",acc. f. sg.,endocentric,determinative,,,,,(right-headed),karmadhāraya,karmadhāraya,determinative,A,[Adv+A],εὖ ‘well’,,,,"πλεῖος, -η, -ον ‘full’"
680,ἐϋπλεκής,"ἐϋπλεκής, -ές",A [Adv+V+Suf],"‘well-plaited, well-twisted’","εὖ ‘good, well’ + verb root πλεκ- (πλέκω) ‘plait, twine’ + adj. suf. -ής, -ές","Il. II, 449; XXIII, 436","acc. m. pl., nom. pl.",exocentric,determinative,see also εὔπλεκτος,,,,,karmadhāraya,karmadhāraya,determinative,A,[Adv+V+Suf],"εὖ ‘good, well’","verb root πλεκ- (πλέκω) ‘plait, twine’ ",,,"adj. suf. -ής, -ές"
681,εὔπλεκτος,"εὔπλεκτος, -ον",A [Adv+A],"‘well-plaited, well-twisted’",,"Il. XXIII, 115, 335","dat. m. sg., acc. f. (target gender) pl.",endocentric,determinative,,,,,(right-headed),karmadhāraya,karmadhāraya,determinative,A,[Adv+A],,,,,
682,εὔπλοια,"εὔπλοια, -A",N [Adv+N/V+Suf],‘a fair voyage’,"εὖ ‘well’ + noun root *πλο- (πλόος/πλέω) ‘sailing, voyage’ +fem.nounsuf. -ία, -ίας","Il. IX, 362",acc. f. sg.,endocentric,determinative,poet. εὐπλοΐη. Etymology by Chantraine,,,,(right-headed),karmadhāraya,karmadhāraya,determinative,N,[Adv+N/V+Suf],εὖ ‘well’,"noun root *πλο- (πλόος/πλέω) ‘sailing, voyage’ ",,,"fem.nounsuf. -ία, -ίας"
683,ἐυπλοκαμίς,"ἐυπλοκαμίς, -ῖδος",,,,,,,,,,,,,,,,,,,,,,
684,εὐπλόκαμος,"εὐπλόκαμος, -ον",A [Adv+N+Suf],"‘with goodly locks, fair haired’",,"Il. VI, 380, 385; XI, 624; XIV, 6; XVIII, 48; XXII, 442, 449; Od. I, 86; V, 30, 58, 61 (-εῦσα),125, 390; VI, 135, 198, 222, 238; VII, 41, 246; IX, 76; X, 136, 144; XI, 8; XII, 132, 150, 449; XX, 80","nom. f. (target gender) sg., dat. f. sg., dat. f. pl., nom. f. pl.",exocentric,attributive,epith. of goddesses and women,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N+Suf],nan,,,,
